experiment,lineage_id,panel,model,interface,condition,arm,task_id,repository_id,mechanism,prompt_class,prompt_pair_id,prompt_budget,prompt_token_count,correct,valid_final,runtime_complete,parser_rejections,action_rejections,max_steps,tool_calls,turn_count,source_acquired,session,repetition,request_seed,error_class,contract_valid
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,P_SHORT,E04_90461EA44A0FA00E,tokio-rs/axum,REPOSITORY_LICENSE_INTEGRITY,P,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,N_SHORT,E04_C9C48BCF8E6B72F9,MemPalace/mempalace,CROSS_FILE_DEPENDENCY,N,,SHORT,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,N_MEDIUM,E04_5B87C97E53319BEC,leptos-rs/leptos,REPOSITORY_LICENSE_INTEGRITY,N,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,N_SHORT,E04_01FDA4700509C674,tj/commander.js,CROSS_FILE_DEPENDENCY,N,,SHORT,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,DISRUPT,BASE,E04_97D969EA8ADA0E58,apache/superset,CROSS_FILE_DEPENDENCY,BASE,,,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,DISRUPT,N_LONG,E04_82674BB99E6C7AF9,zellij-org/zellij,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,P_SHORT,E04_6D03687B23AB552B,k3s-io/k3s,CROSS_FILE_DEPENDENCY,P,,SHORT,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,N_SHORT,E04_AE5E7DDBB3EA5529,rathole-org/rathole,CONFIGURATION_INFERENCE,N,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,N_LONG,E04_C69855B585B48EF5,golangci/golangci-lint,CONFIGURATION_INFERENCE,N,,LONG,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,P_LONG,E04_85902D3E7A1C513B,odysseus-dev/odysseus,CROSS_FILE_DEPENDENCY,P,,LONG,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,CLEAN,N_LONG,E04_5875D90A7C450AED,validatorjs/validator.js,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,P_MEDIUM,E04_D2CDEB7A671D8375,Wilfred/difftastic,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,DISRUPT,N_SHORT,E04_61CC0ABD78DAF0FC,aaif-goose/goose,CROSS_FILE_DEPENDENCY,N,,SHORT,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,P_MEDIUM,E04_00449473A6317EEA,Chalarangelo/30-seconds-of-code,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,P_LONG,E04_26D91A5D1F0F682C,lima-vm/lima,REPOSITORY_LICENSE_INTEGRITY,P,,LONG,,0,0,1,1,0,,0,0,,,,,PARSER_JSON_DECODE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,P_MEDIUM,E04_FB4A62B64585EBC5,gulpjs/gulp,CONFIGURATION_INFERENCE,P,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,DISRUPT,BASE,E04_EB07065FFDEA5225,TheAlgorithms/Go,CONFIGURATION_INFERENCE,BASE,,,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,BASE,E04_745287AEC98A5C11,ageitgey/face_recognition,CONFIGURATION_INFERENCE,BASE,,,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,N_SHORT,E04_756022BEAFF7ADC7,evanw/esbuild,CROSS_FILE_DEPENDENCY,N,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,DISRUPT,P_MEDIUM,E04_3110FF100A35E9E1,home-assistant/core,CONFIGURATION_INFERENCE,P,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,P_LONG,E04_40BA5FF76113BA19,Panniantong/Agent-Reach,REPOSITORY_LICENSE_INTEGRITY,P,,LONG,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,BASE,E04_D9125F0D0416AFAA,ageitgey/face_recognition,REPOSITORY_LICENSE_INTEGRITY,BASE,,,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_LONG,E04_D599CF51E442C89E,sundowndev/phoneinfoga,CROSS_FILE_DEPENDENCY,P,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,P_MEDIUM,E04_4364D045D6B0ED81,remy/nodemon,CROSS_FILE_DEPENDENCY,P,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,N_SHORT,E04_A14B1E31AFF49722,micro-editor/micro,CONFIGURATION_INFERENCE,N,,SHORT,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,P_MEDIUM,E04_08A2DEC8F59840BB,go-chi/chi,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,P_MEDIUM,E04_D71CC480843952EC,dimsemenov/PhotoSwipe,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,DISRUPT,N_MEDIUM,E04_FB45D59B90803989,FuelLabs/fuels-rs,CROSS_FILE_DEPENDENCY,N,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,P_SHORT,E04_0D89EC52E7B6795D,gogs/gogs,REPOSITORY_LICENSE_INTEGRITY,P,,SHORT,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,CLEAN,P_LONG,E04_74C267192FA796B8,nats-io/nats-server,CROSS_FILE_DEPENDENCY,P,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,N_MEDIUM,E04_C96CB3C5C30F75B9,livekit/livekit,REPOSITORY_LICENSE_INTEGRITY,N,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,CLEAN,P_MEDIUM,E04_FB4A62B64585EBC5,gulpjs/gulp,CONFIGURATION_INFERENCE,P,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,N_MEDIUM,E04_F385377FC1875D88,ClementTsang/bottom,CONFIGURATION_INFERENCE,N,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_SHORT,E04_0FD7268FD2756A2B,go-delve/delve,CONFIGURATION_INFERENCE,P,,SHORT,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,N_MEDIUM,E04_4204A991B600DD7F,lapce/lapce,CONFIGURATION_INFERENCE,N,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,DISRUPT,N_MEDIUM,E04_7CE53E26D7693B4A,gogs/gogs,CONFIGURATION_INFERENCE,N,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,P_LONG,E04_1E919BACD9B674C8,Chalarangelo/30-seconds-of-code,CONFIGURATION_INFERENCE,P,,LONG,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,P_MEDIUM,E04_2F2687FD9ECA3196,bytecodealliance/wasmtime,CROSS_FILE_DEPENDENCY,P,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_LONG,E04_785056E50E8A4D5D,dcloudio/uni-app,CONFIGURATION_INFERENCE,P,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,N_LONG,E04_769F981D81FBD907,leonardomso/33-js-concepts,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,P_LONG,E04_9D041F68BCC19F7D,temporalio/temporal,REPOSITORY_LICENSE_INTEGRITY,P,,LONG,,0,0,1,1,0,,0,0,,,,,PARSER_JSON_DECODE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,N_LONG,E04_FB28FA17CA4816D7,micro-editor/micro,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,P_LONG,E04_6FF3C33E107703EB,schollz/croc,CROSS_FILE_DEPENDENCY,P,,LONG,,0,0,1,1,0,,0,0,,,,,PARSER_JSON_DECODE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,N_LONG,E04_92CD542968EACE00,typicode/husky,CONFIGURATION_INFERENCE,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_MEDIUM,E04_083223C01DB56376,jaredhanson/passport,REPOSITORY_LICENSE_INTEGRITY,N,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,N_LONG,E04_AE5E7DDBB3EA5529,rathole-org/rathole,CONFIGURATION_INFERENCE,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,N_LONG,E04_C69855B585B48EF5,golangci/golangci-lint,CONFIGURATION_INFERENCE,N,,LONG,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_MEDIUM,E04_5E0774F7405BDFC7,AMAI-GmbH/AI-Expert-Roadmap,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,P_MEDIUM,E04_A4A8ADF3CB66FB31,jesseduffield/lazygit,CROSS_FILE_DEPENDENCY,P,,MEDIUM,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_LONG,E04_52237698002A34DD,oxc-project/oxc,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_LONG,E04_EE06BFFCAEF08E93,tsenart/vegeta,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,BASE,E04_6926CF207684F0B1,rtk-ai/rtk,REPOSITORY_LICENSE_INTEGRITY,BASE,,,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,N_LONG,E04_5B0E992ACB73E8BC,react/react,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_SHORT,E04_AA8DD664DCAD88CD,caddyserver/caddy,REPOSITORY_LICENSE_INTEGRITY,P,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,P_MEDIUM,E04_53A02113451A7EBB,vuejs/vue-cli,CONFIGURATION_INFERENCE,P,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,N_LONG,E04_AD55CA74A6AAC41F,react/create-react-app,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,BASE,E04_9FBD8781C6CC8168,koajs/koa,CONFIGURATION_INFERENCE,BASE,,,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_MEDIUM,E04_24F485C8C72C3BE9,k3s-io/k3s,REPOSITORY_LICENSE_INTEGRITY,N,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,N_SHORT,E04_CC5C8B2D74F1907B,juspay/hyperswitch,CONFIGURATION_INFERENCE,N,,SHORT,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,N_LONG,E04_11DE0226373AB7BC,block/buzz,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,N_LONG,E04_40D3A6318C93BD1D,datalab-to/marker,CONFIGURATION_INFERENCE,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,P_MEDIUM,E04_0A43694747546057,rust-lang/mdBook,CONFIGURATION_INFERENCE,P,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,DISRUPT,N_MEDIUM,E04_399C5D7BE2638323,zylon-ai/private-gpt,CONFIGURATION_INFERENCE,N,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,P_SHORT,E04_48E390D2AD497CD2,vuejs/vue-cli,CROSS_FILE_DEPENDENCY,P,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,N_LONG,E04_AA9106401F562339,TheAlgorithms/JavaScript,CONFIGURATION_INFERENCE,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,DISRUPT,P_MEDIUM,E04_D71CC480843952EC,dimsemenov/PhotoSwipe,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,DISRUPT,N_LONG,E04_9263769896963E8D,seaweedfs/seaweedfs,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,P_MEDIUM,E04_1A67C4032DA804BE,github/spec-kit,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,BASE,E04_03A2A5FBC1D797EC,jashkenas/backbone,CROSS_FILE_DEPENDENCY,BASE,,,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,DISRUPT,P_MEDIUM,E04_1FD9C7D7AF267C55,FiloSottile/age,CROSS_FILE_DEPENDENCY,P,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_SHORT,E04_DF7501CDC5AFF5BE,moby/moby,CROSS_FILE_DEPENDENCY,N,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,CLEAN,N_LONG,E04_30D2D12E1EA189C0,myshell-ai/OpenVoice,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,P_SHORT,E04_6FC273E92DE08EC9,jashkenas/underscore,CROSS_FILE_DEPENDENCY,P,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,N_LONG,E04_C82BAC7ED34D02A1,TheAlgorithms/JavaScript,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,N_LONG,E04_D2B29B39EA4AE837,typicode/husky,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,CLEAN,P_SHORT,E04_5B87C97E53319BEC,leptos-rs/leptos,REPOSITORY_LICENSE_INTEGRITY,P,,SHORT,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,N_LONG,E04_C241F98A0F23D854,binary-husky/gpt_academic,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,DISRUPT,N_SHORT,E04_40BA5FF76113BA19,Panniantong/Agent-Reach,REPOSITORY_LICENSE_INTEGRITY,N,,SHORT,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,BASE,E04_F2742A7A29A11694,cloudflare/pingora,CROSS_FILE_DEPENDENCY,BASE,,,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,BASE,E04_8F707B9BB3BABA97,firecrawl/pdf-inspector,REPOSITORY_LICENSE_INTEGRITY,BASE,,,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,N_LONG,E04_70C65EAD4EB6E2AE,tikv/tikv,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,P_LONG,E04_48362B5D3329C228,qdrant/qdrant,REPOSITORY_LICENSE_INTEGRITY,P,,LONG,,0,0,1,1,0,,0,0,,,,,PARSER_JSON_DECODE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,P_SHORT,E04_4ECD9E9E97DCAEAF,seaweedfs/seaweedfs,REPOSITORY_LICENSE_INTEGRITY,P,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,DISRUPT,P_LONG,E04_09A12314E09F12A6,tikv/tikv,CONFIGURATION_INFERENCE,P,,LONG,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,P_LONG,E04_ED2972CB95DF6C49,mui/material-ui,REPOSITORY_LICENSE_INTEGRITY,P,,LONG,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,N_MEDIUM,E04_F3C68FCB5D608371,rakyll/hey,CONFIGURATION_INFERENCE,N,,MEDIUM,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,BASE,E04_941DE5EA5287A1E5,go-chi/chi,CONFIGURATION_INFERENCE,BASE,,,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,P_LONG,E04_9263769896963E8D,seaweedfs/seaweedfs,CROSS_FILE_DEPENDENCY,P,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_MEDIUM,E04_3B6D987656E97D1A,jashkenas/underscore,CONFIGURATION_INFERENCE,P,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,P_SHORT,E04_EAC5A70FE49A738B,fyne-io/fyne,CONFIGURATION_INFERENCE,P,,SHORT,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,N_MEDIUM,E04_E969B24C1E248A7A,v2ray/v2ray-core,CONFIGURATION_INFERENCE,N,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,N_MEDIUM,E04_1FB71CF331FA50A7,fastify/fastify,REPOSITORY_LICENSE_INTEGRITY,N,,MEDIUM,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,DISRUPT,P_SHORT,E04_6AFA1F6947655B44,uutils/coreutils,CROSS_FILE_DEPENDENCY,P,,SHORT,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,P_SHORT,E04_A92539B5218F2B77,uutils/coreutils,CONFIGURATION_INFERENCE,P,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,DISRUPT,BASE,E04_758C355BEBD8F1A5,Mintplex-Labs/anything-llm,REPOSITORY_LICENSE_INTEGRITY,BASE,,,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,DISRUPT,P_SHORT,E04_CAE12114A567981B,binwiederhier/ntfy,CONFIGURATION_INFERENCE,P,,SHORT,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,DISRUPT,P_LONG,E04_745287AEC98A5C11,ageitgey/face_recognition,CONFIGURATION_INFERENCE,P,,LONG,,0,0,1,1,0,,0,0,,,,,PARSER_JSON_DECODE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_LONG,E04_3CECAE332711DB4B,Zackriya-Solutions/meetily,CONFIGURATION_INFERENCE,P,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,P_LONG,E04_214D112E8A7A3792,2noise/ChatTTS,REPOSITORY_LICENSE_INTEGRITY,P,,LONG,,0,0,1,1,0,,0,0,,,,,PARSER_JSON_DECODE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,CLEAN,N_LONG,E04_00449473A6317EEA,Chalarangelo/30-seconds-of-code,REPOSITORY_LICENSE_INTEGRITY,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,BASE,E04_8D060B54C8C9AD6E,deepspeedai/DeepSpeed,CROSS_FILE_DEPENDENCY,BASE,,,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_MEDIUM,E04_2EF6B707173E985D,nikivdev/code,REPOSITORY_LICENSE_INTEGRITY,N,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,BASE,E04_38B5A6652FEC7B4C,zellij-org/zellij,CONFIGURATION_INFERENCE,BASE,,,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,BASE,E04_D5A22F61FBD7D299,TecharoHQ/anubis,REPOSITORY_LICENSE_INTEGRITY,BASE,,,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,PARALLEL,CLEAN,P_LONG,E04_FE316B9D08D51E3F,dimsemenov/PhotoSwipe,CROSS_FILE_DEPENDENCY,P,,LONG,,0,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_LONG,E04_8CF16E3B3EB07105,d2lang/d2,CONFIGURATION_INFERENCE,N,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,P_LONG,E04_F76246589C6FA349,HKUDS/nanobot,REPOSITORY_LICENSE_INTEGRITY,P,,LONG,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,CLEAN,N_MEDIUM,E04_D38C20A36D62F812,binwiederhier/ntfy,CROSS_FILE_DEPENDENCY,N,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,N_MEDIUM,E04_01FDA4700509C674,tj/commander.js,CROSS_FILE_DEPENDENCY,N,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,PARALLEL,CLEAN,N_LONG,E04_CB2CD89624AE15F6,Panniantong/Agent-Reach,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,1,2,,,,,NONE,
large_repository_matched_prompts,E04,,Qwen3,SERIAL,CLEAN,N_SHORT,E04_8B057A2BB7278581,run-llama/llama_index,CROSS_FILE_DEPENDENCY,N,,SHORT,,1,1,1,0,0,,2,3,,,,,NONE,
large_repository_matched_prompts,E04,,InternLM2.5,SERIAL,DISRUPT,N_LONG,E04_3DF12FB61905FBA2,h4ckf0r0day/obscura,CROSS_FILE_DEPENDENCY,N,,LONG,,1,1,1,0,0,,4,5,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,SERIAL,DISRUPT,P_MEDIUM,E04_7C274838B197DA3E,sipeed/picoclaw,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,3,4,,,,,NONE,
large_repository_matched_prompts,E04,,Gemma3,PARALLEL,CLEAN,P_MEDIUM,E04_F19668646F8339AC,traefik/traefik,REPOSITORY_LICENSE_INTEGRITY,P,,MEDIUM,,1,1,1,0,0,,2,3,,,,,NONE,
